"Accession","SICK-0168-KB","SICK-0166-KB","SICK-2106-MW","SICK-2096-MW","SICK-0167-KB","SICK-0174-KB","SICK-4176-SJ","SICK-2102-MW","SICK-0157-KB","SICK-4191-SJ","SICK-0170-KB","SICK-4196-SJ","SICK-2118-MW","SICK-0139-KB","SICK-0146-KB","SICK-4165-SJ","SICK-2099-MW","SICK-2117-MW","SICK-0155-KB","SICK-0175-KB","SICK-4206-SJ","SICK-2108-MW","SICK-2107-MW","SICK-4184-SJ","SICK-0162-KB","SICK-0138-KB","SICK-0135-KB","SICK-0169-KB","SICK-0164-KB","SICK-0145-KB","SICK-0156-KB","SICK-2101-MW","SICK-0153-KB","SICK-0144-KB"
"A1AG1_N56_H(6)N(5)S(1)F(3)_1",1352765.274,176763.4722,2775084.711,1717681.867,962935.0608,1427915.042,3719978.264,1521815.485,1051749.673,2059525.364,651374.6982,1108293.056,1094660.706,774686.4006,1938830.504,1415920.275,1698151.4,1764597.161,1919534.766,3579709.78,749999.3249,2499925.813,1197741.231,1032714.169,2136166.524,395044.3808,2896867.537,1744573.907,1965977.716,3498249.871,1006138.935,610760.1793,2739939.412,1396951.978
"A1AG1_N56_H(6)N(5)S(1)F(3)_2",3506300.034,1744650.068,6823625.22,5618079.055,313904.1849,7015473.877,15062619.72,3019293.017,4549976.876,8617979.649,963407.2976,436524.4724,5678530.729,4477289.814,11260953.59,1896234.718,11495445.78,13302602.58,10136134.25,21020209.29,5342993.698,14189050.97,7814908.239,6288310.774,12224509.81,703142.9011,28126436.89,6984911.451,18092594.2,16140619.97,1634309.919,440978.1495,12372175.37,8810216.818
"A1AG1_N56_H(6)N(5)S(1)F(3)_3",755197.6732,1263317.06,933724.5116,1352224.025,270277.3712,1742110.69,3896189.661,1061076.303,1076404.993,1786682.335,1400062.211,459430.7778,640467.6251,1049312.673,1292601.589,226085.3555,1429705.733,2648177.123,4832701.405,1267079.19,1676132.561,1171444.47,2562542.432,992958.872,2507851.239,1198524.211,1167256.477,868201.8275,2699113.363,5452629.774,1691670.112,1481297.024,1214484.242,1934501.296
"A1AG1_N56_H(6)N(5)S(2)_1",2625905.997,790436.8176,845920.2977,407806.0728,1069800.459,612345.9541,3794909.641,4862549.371,3240532.512,4130233.158,35164.62524,1924743.333,2178873.483,2075298.358,1656668.522,2661822.744,1609410.426,661254.8932,2872545.919,1855732.1,2633864.141,3698731.561,3038881.935,1355692.104,2138198.06,1405598.275,1679900.16,2544503.06,2410353.865,5156961.911,7951288.535,5686402.802,6779999.545,5001536.048
"A1AG1_N56_H(6)N(5)S(2)_2",9677053.342,3177937.739,3241985.008,6302636.16,11598205.72,4413902.705,12071769.19,11910365.45,17164940.65,20169806.78,34013531.7,10457020.89,18022376.79,15195209.65,14144717.06,6625048.706,8159036.563,5757951.219,20889850.11,6060683.262,26346798.39,23526728.75,21669555.12,14354077.13,10678005.64,27151008.25,13499504.89,16628669.31,20891344.09,25694055.01,49457244.7,54268138.12,26001973.52,37146145.05
"A1AG1_N56_H(6)N(5)S(2)_3",2723705.201,1969263.981,2675747.704,1952755.457,6548998.204,7641501.325,5612215.256,3552725.188,10798503.13,6401990.439,12447559.5,2953436.197,7522797.344,5681525.05,4307970.078,6292091.757,7638707.122,2640712.311,10081713.35,10462968.7,5150521.049,5629247.631,8132581.458,5110680.309,2854227.461,8195837.606,5062453.245,4564749.817,8123255.988,21437154.19,28546275.39,13435917.43,4495904.814,8410422.231
"A1AG1_N56_H(6)N(5)S(2)F(1)_1",1261604.121,1049879.374,2739135.434,1588564.742,716480.3672,1036817.766,2879266.177,1188478.052,998218.7296,1850933.277,445445.0835,705909.3704,1089848.294,900072.046,1984766.708,1178969.949,2369079.959,1709855.97,1744867.172,3818092.825,717301.3414,1616090.694,643478.1391,1008895.805,1951073.472,252831.5314,3029974.6,1433313.733,1811041.091,3113178.912,1067871.93,452172.7504,2276179.157,1457668.719
"A1AG1_N56_H(6)N(5)S(2)F(1)_2",5537880.618,2046998.147,8521721.422,7851689.213,578783.1147,8241057.983,19720297.71,3575602.456,5888221.726,9812531.26,1347355.413,1355202.005,6884497.663,6086934.127,15652133.07,286522.3619,19437560.62,22614681.22,14732146.75,24285032.72,6419037.759,17317474.33,10247889.6,8154900.992,15397276.59,615519.8447,37109897.28,9894252.259,22216122.2,22063654.88,1147892.566,926207.6429,15070213.15,11681539.11
"A1AG1_N56_H(6)N(5)S(2)F(1)_3",2496073.042,2890386.256,1277913.458,2131355.724,1844845.636,1569900.833,3462824.595,646951.3145,1128687.386,1616677.77,3682066.116,812234.876,1210236.024,1901034.674,840897.1536,889938.2967,2073413.863,1312167.407,4274955.326,1288501.992,4531456.002,741673.1831,1940475.196,883415.6547,1741094.29,1256012.525,1172620.579,610107.462,1745750.959,4021974.568,1250232.403,1240077.085,910583.5444,1367120.328
"A1AG1_N56_H(6)N(5)S(2)F(2)_1",28368617.65,8732450.849,10564208.1,4389371.665,5200092.32,10621196.86,24365755.01,36718650.33,14997502.42,29587548.44,498737.3758,14159645.56,15497018.61,8762716.537,7233554.845,8505104.804,10952780.22,5013419.776,8604362.649,6753003.578,9247574.944,12361318.38,8249764.304,3965510.301,6904625.667,5288946.05,5673997.83,5364297.39,6649802.576,15860178.33,19197782.94,9578631.848,17671379.44,13907273.1
"A1AG1_N56_H(6)N(5)S(2)F(2)_2",1840442.883,2006057.26,2944124.239,4786908.376,2632487.694,5141391.914,7503515.883,5753120.726,4323522.479,5166666.525,16734282.7,7284265.091,6130445.637,7488553.389,5471106.58,5211956.392,3429640.557,4665051.423,7121442.21,7039145.694,12643875.33,7378410.542,12880685.49,6355783.919,5440239.549,5173815.516,8147697.181,10230975.39,6827109.626,8876118.685,13469201.66,10862478.57,13674199.11,16045320.09
"A1AG1_N56_H(6)N(5)S(2)F(2)_3",160646.1554,1326088.417,206375.7136,1374590.424,2391827.037,249675.9767,3029137.562,642682.6384,2450473.423,4082986.895,807957.742,681154.4961,2238028.755,1287715.326,804825.8505,1246936.421,1112279.404,1047827.694,6304352.372,226831.5172,830396.7453,847724.2027,4555593.949,1014195.759,971371.7077,2351153.24,487401.902,601565.2941,1490217.808,3127442.136,6489350.037,8583687.114,488229.0907,2796850.447
"A1AG1_N56_H(6)N(5)S(2)F(3)_1",2814258.035,2038943.661,10322724.69,3955833.548,1670651.668,6331453.543,10025795.72,4515055.842,2200158.691,7326798.263,103784.5822,1515743.985,2789654.605,1667774.407,4319228.932,2800814.265,7548848.831,4540840.412,4606534.776,6946395.916,1321266.098,5242238.968,1360831.598,1467218.713,3580305.441,512585.1795,7340651.077,2760469.542,2992334.951,7444469.209,1336336.622,818548.1224,3482873.417,1959286.236
"A1AG1_N56_H(6)N(5)S(2)F(3)_2",27460781.72,29801930.05,120556356.5,76247502.98,1116703.733,106521606.9,169904091.9,33305836.4,43370042.4,72569729.24,3565752.892,689518.2095,48037341.76,37731590.77,92104008.82,439120.5865,110140566.1,134791368.2,80673917.5,169069171.7,32240692.51,105551821.5,54543675.93,45419150.67,95001854.43,199163.7868,166454203.3,59779003.03,102229647.3,89106210.88,4053674.03,3354180.179,62520232.29,57581712.27
"A1AG1_N56_H(6)N(5)S(2)F(3)_3",4855742.796,5522267.718,5321984.869,6191163.053,1718262.658,4439849.303,32816964.29,1736667.909,6895076.529,11216529.28,7689830.151,901993.7028,2462723.703,2690320.524,5953664.378,2913975.241,8764385.936,16346804.64,20785476.28,4443313.117,3952760.425,7620599.677,12068997.17,3823008.956,12832658.35,8271959.454,4103246.756,4617448.105,9321320.445,14921525.19,755769.6752,627326.3753,6123141.643,8274011.301
"A1AG1_N56_H(6)N(5)S(2)F(4)_1",427281.3157,489012.518,1092311.259,235304.1019,372631.5737,388996.5464,907669.2331,132760.0624,348668.3546,149074.621,867592.1445,265008.4699,280137.5355,7145.240022,446550.181,75008.6202,990623.3733,1063842.659,129186.4588,680459.7386,712787.9864,349844.895,10747.88369,87343.04121,380135.6787,205068.8355,527130.2012,144784.4437,289959.3924,368022.3076,8841.390968,27105.59296,196029.8256,86058.54218
"A1AG1_N56_H(6)N(5)S(2)F(4)_2",6427626.562,3164612.811,11094783.86,10457299.14,4895901.032,13955423.16,25571106.72,9031447.022,12244707.06,14619110.97,49918074.02,24401767.43,17542249.3,20412071.88,9290210.851,18679897.93,11675711.2,15309750.04,15030399.37,9921072.793,16920084.54,20353393.41,19117034.48,16727853.56,11907993.27,8312761.553,29694002.07,22443839.08,17681945.59,17293498.23,25966760.88,26382314.46,22705796.4,30588120.32
"A1AG1_N56_H(6)N(5)S(3)_1",42867182.66,8867057.747,12968438,9083446.382,10157188.54,9944717.208,31060996.77,45452175.87,22998473.76,28719282.95,628923.5402,13988975.75,15610818.81,8956354.037,9918233.887,6191213.043,13396763.61,5734640.271,15558406.57,7282010.311,14771206.69,21063281.8,6918946.786,4446799.06,10417625.46,7534784.698,7011441.741,11246337.65,7287438.534,19932277.69,21573638.49,15329078.82,19238712.76,15969214.06
"A1AG1_N56_H(6)N(5)S(3)_2",269916840.4,76997707.56,76348932.39,109811805.7,113935348,75983365.74,164125496,199088614.1,190976712.8,178824778.2,345440712.3,84167305.67,171400611.4,161665956.1,129148586.3,53567336.24,78937061.2,51824280.43,189637688.2,82847454.4,199525255.9,212492991.8,160263998.9,86602378.84,80094324.12,133097776.4,103097311.7,129801218.1,156744052.6,142098214.5,295159913.8,283438993.3,189992952.9,217245836.5
"A1AG1_N56_H(6)N(5)S(3)_3",44078344.84,18072650.66,4227522.537,9687489.278,26171280.86,4008826.483,41072345.38,8856461.001,31784365.79,36412192.5,13926237.18,9319055.214,11063535.67,15824935.88,7289431.129,6534783.837,4964953.738,3341555.197,46528217.77,1371175.774,21613176.43,13786178.41,39982868.72,9396124.686,11518577.84,17495958.6,2991253.828,9229331.891,13655517.25,24660625.57,64820262.4,61358182.1,16057908,45521263.96
"A1AG1_N56_H(6)N(5)S(3)F(1)_1",5317338.319,5295532.002,14910413.98,7191642.141,1060879.242,11036251.63,25462913.92,6401486.338,4792312.588,9585665.927,53163.08775,76435.93928,4231157.756,2572163.182,6267593.649,297224.6568,15958409.22,11909087.46,7270648.716,12829263.13,2037222.066,9011683.407,2411234.145,2157163.451,7541290.158,105581.4724,14753437.54,3947430.234,5310019.843,12743079.26,246446.0038,321641.6053,7661060.768,3938054.747
"A1AG1_N56_H(6)N(5)S(3)F(1)_2",26372079.38,31051703.71,146071438,79002923.64,1140863.574,110792058.5,189512496.1,35150128.5,46091225.02,78266895.11,3353113.97,624835.7923,51737405.8,38994912.66,96087416.97,412894.3539,115546585.8,143831855.9,93865454.25,192198260.3,33409259.91,123498874.1,58509550.09,48801834.32,93182224.24,1113340.844,179698714.9,60555649.57,115444063.1,95576215.51,4009068.35,3548184.315,65433013.34,60672333.5
"A1AG1_N56_H(6)N(5)S(3)F(1)_3",4744844.134,5456370.392,6632342.229,8099042.749,2162623.567,5208511.085,42695022.61,2779288.749,8318493.869,13958311.55,214693.4075,2074901.593,3284516.829,2917983.076,4389007.199,353719.4673,9786229.168,7053288.965,27494692.97,2925741.529,4252702.476,7521018.379,13918670.8,2580224.199,15585410.86,8755574.197,4621797.828,4709940.883,12007174.43,16493493.99,424365.1981,1344894.449,7628294.786,9538581.029
"A1AG1_N56_H(6)N(5)S(3)F(2)_1",419992.3828,501785.1303,1158280.046,232557.1691,397042.4271,471932.4379,959161.7189,104131.8572,137178.1704,145914.4707,229672.0477,169783.7129,134480.3028,490129.0496,355206.3656,123242.2747,844265.2577,996036.4758,152056.0774,704940.3829,27705.43624,220899.9686,10038.15868,241386.5366,226770.6102,768866.9312,486834.0636,114281.5047,150765.5739,412090.6107,16109.84234,2781.1274,129295.4609,200026.3258
"A1AG1_N56_H(6)N(5)S(3)F(2)_2",6824928.496,5866686.075,16138002.71,19348877.86,8178090.974,16376245.91,33114603.88,14268841.97,19656018.65,18124611.79,63798293.92,32536406.95,26378006.21,31201184.71,13868555.56,23509545.02,14973686.36,18856261.55,24056618.65,9138404.586,31463066.21,22515790.77,30922480.13,23662332.5,13274401.59,13302183.42,57690914.04,41227119.92,26416093.66,24881645.41,43762349.72,41942586.28,35256916.4,57581712.27
"A1AG1_N56_H(6)N(5)S(3)F(2)_3",504526.5392,64349.43181,1989563.014,133407.5675,617450.9396,1245306.27,1463193.972,2403092.401,2119942.841,633471.2195,396987.064,586959.0723,1195733.835,474841.9855,1069602.062,396224.3773,434692.0483,965195.3243,333389.7102,983206.1465,3986013.899,4635524.127,2796831.646,330108.0617,406202.2458,494126.2217,171745.7038,1348385.072,515553.9671,356331.1563,612115.6958,196168.2752,517052.4789,7652682.62
"A1AG1_N56_H(6)N(5)S(4)",2366937.39,2996016.314,9662915.844,10195993.26,4500326.67,8957887.131,22500926.45,7403789.356,11392092.39,13869584.25,31185211.37,14464435.79,15243851.99,16531829.79,5254753.191,12969933.88,5511614.183,10477554.47,13246147.42,5781556.36,15036918.77,15195078.63,13414463.38,12534748.69,5663272.265,7344824.808,29060498.96,22044888.02,14624781.19,12369512.87,24594905.07,20746861.63,21480591.14,22352208.71
"A1AG1_N56_H(6)N(6)S(3)F(1)",216128.0367,494369.9011,13226573.74,13789647.85,196585.3646,802868.952,693036.8103,257061.6051,249592.9225,4724054.056,196220.2389,7942291.859,5788205.581,2849099.868,720755.0058,580842.8305,905604.8987,1035130.852,798234.1658,144043.7484,606610.0683,711555.0363,212351.9655,374876.0799,36785.66327,1645388.889,2728597.317,3299917.243,192491.2079,189311.3752,10221120.96,477315.1616,535116.486,653227.3552
"A1AG1_N56_H(6)N(7)S(3)",261530.2665,250755.3223,1824408.486,241469.8774,26814.87021,301998.6408,546721.7599,383862.7184,157770.8474,315347.5865,35680.5952,75542.07275,173717.5758,317803.8423,82706.82417,145539.1639,159969.7064,371015.4663,97778.58631,270232.1225,87521.013,2920373.362,1446944.78,218727.8084,191306.8034,50050.6355,414003.7065,154419.8781,90826.60566,413570.6404,277971.9536,167752.9343,153271.9125,441983.9985
"A1AG1_N56_H(6)N(8)S(1)",3208254.547,520456.2497,381415.7118,1110242.675,2975878.101,804320.2124,588198.6162,2841171.558,2301756.878,1997964.563,4096838.463,1153662.789,1909506.359,3342507.793,1240142.68,881817.7203,639966.3564,188356.0262,1755152.642,975295.7452,4248659.623,2779816.325,2750530.599,981812.8466,449701.1832,1496510.651,1054848.312,2381961.816,779807.496,998452.66,1765477.556,4018467.153,1667131.058,3288142.204
"A1AG1_N56_H(7)N(5)F(1)",336590.6911,122286.7342,577198.8035,109021.5712,55112.45678,167266.2555,172193.5721,300690.9693,229676.8967,151146.3267,675856.6543,493876.8187,258384.9613,259910.0928,87369.86449,543429.4552,314107.7705,238092.4162,217868.006,565484.0673,417642.6284,452407.0065,305509.1847,425658.4009,565049.7645,406060.7424,606034.7068,117517.2323,562262.4207,614226.0087,684357.7963,623515.6175,627691.4557,936599.9067
"A1AG1_N56_H(7)N(6)",18287052.84,9737058.973,3640667.795,3618957.059,12420092.22,4497293.225,32098254.29,8130387.114,17596023.03,22372024.17,5280046.854,4576608.113,3487033.364,16490646.38,7858941.197,1945141.379,3452871.467,2248934.858,12567013.9,2716507.452,18878456.21,19886457.17,18890066.17,3886852.841,17095515.05,9068277.368,1070356.854,8326842.544,12883206.8,7934429.902,12390814.71,17694201.34,27013888.28,21511818.97
"A1AG1_N56_H(7)N(6)S(1)F(4)",2048860.798,629866.7051,379494.3356,1686993.02,577812.3755,1905440.662,4976375.2,1184298.779,1850930.694,2632038.838,6442700.914,3073089.193,1898147.94,883519.6557,1301017.057,829977.0116,857989.2549,363018.1677,2186873.692,1439714.772,1465579.783,1412873.119,2596973.918,2366538.848,846075.6661,779757.5209,998220.5042,728583.0223,2106169.176,1561250.211,4645370.467,4191309.3,1494414.529,2404294.996
"A1AG1_N56_H(7)N(6)S(2)_1",20881.36504,1019027.622,33382.36225,1615882.724,287698.7859,39167.57594,362266.3077,53683.57062,68778.03508,48199.55372,1762424.433,436524.4724,36504.75672,64529.86065,79612.42835,991026.7895,107018.1138,44916.04796,97361.87289,337967.9975,162008.3663,488943.1267,164132.2741,77572.2367,402083.2593,275419.8489,302444.7447,123948.0023,206898.6391,371497.756,137469.8512,45280.67618,421601.2938,277865.9467
"A1AG1_N56_H(7)N(6)S(2)_2",12904909.54,128372.0174,1953327.787,1675540.842,592150.5079,1038651.064,3908225.676,983476.8723,1615040.198,2878547.855,2488054.991,4360942.061,1389543.286,848386.0897,1562287.448,314839.21,2701609.887,1962013.054,2671222.729,1639359.128,704124.1675,2515280.118,1020773.099,828043.6258,824369.7621,320688.8075,3651382.573,1018223.787,1690061.808,2376104.242,1030594.096,344298.5706,1197249.754,1522963.082
"A1AG1_N56_H(7)N(6)S(2)F(2)",2161337.951,751920.4762,563269.9955,1814061.502,715703.5556,1842998.529,6149984.049,829384.6087,1881460.314,2884948.827,8284828.311,3451405.515,2972750.729,755901.0949,635723.5591,1123617.618,759067.8916,539168.0842,2097642.486,1021288.056,1712085.303,1484782.286,3235118.944,915523.9434,903539.3072,756862.2144,2520205.616,1509985.406,2169540.101,1561250.211,5351412.678,4779224.639,1610373.162,2813687.346
"A1AG1_N56_H(7)N(6)S(2)F(3)",965347.7196,2023492.464,2095990.196,2306701.678,702436.7471,4654063.228,7741256.232,1127157.138,2693999.615,1924250.774,2049628.991,2805337.467,1159551.268,1617944.201,926758.5514,1661188.843,1758942.049,2262114.662,880138.0969,2059355.839,1383916.942,1356820.835,2443295.776,656718.9468,1802046.861,1549805.355,3145201.633,1398833.573,2434520.219,1184616.06,523724.3724,1118100.053,1536203.357,1609664.133
"A1AG1_N56_H(7)N(6)S(2)F(4)",4287984.469,1443199.493,2679432.408,10327923.8,2868835.683,3517905.563,18716818.42,1555983.039,4032386.973,7221973.098,13236184.55,7126287.907,6189842.616,2256364.371,2058192.523,1868979.8,2732436.088,1348869.928,4458931.863,1132901.203,2124439.988,3983716.769,3316539.102,2122958.668,1943364.373,1675746.626,2511247.587,5054002.184,4328425.91,2753042.573,11636830.77,7680975.091,4002330.043,2750281.786
"A1AG1_N56_H(7)N(6)S(3)_1",2293278.138,933207.7075,955433.6926,1335489.763,864396.2117,1065021.339,2911190.035,2002163.679,3033880.235,2627188.375,351334.7284,5091241.433,3033852.125,817686.5139,567945.7675,4080133.51,578038.6103,69947.31084,2368595.95,266636.2609,2141614.343,1953183.086,2782151.013,1428512.569,1356575.258,269614.5636,617848.3042,2235755.689,978567.6541,2079642.703,4906732.271,3102003.49,2651797.418,1807068.814
"A1AG1_N56_H(7)N(6)S(3)_2",2991126.139,874078.0585,535729.3005,2679766.028,687852.382,1964569.966,7902962.997,1105682.707,2459348.706,2704591.609,11095395.19,3472733.33,3103677.181,960753.257,1266187.034,718260.496,591227.2774,239492.5097,2117638.203,305339.0747,2194193.202,1753359.081,4936607.149,586831.4518,872395.8942,766667.5604,309335.0587,3259927.792,2403797.596,1443263.297,10050078.18,5553494.231,1853374.205,3136382.54
"A1AG1_N56_H(7)N(6)S(3)F(1)",599035.0874,2945760.652,1946672.802,2742419.423,422995.494,4071472.483,5890549.64,2262074.154,607639.1342,1276788.197,12300867.25,2018002.462,191579.8994,428767.0999,1799621.412,300147.6062,705940.6435,1093479.723,532183.1061,399912.7887,294879.7151,244004.9217,6199165.692,172756.0152,1635620.515,273854.925,1392260.856,2370270.745,761273.9909,544686.7069,1691670.112,2291449.587,749336.9569,5773057.059
"A1AG1_N56_H(7)N(6)S(3)F(2)_1",12812584.24,6008846.039,7546014.865,8448436.912,6290391.864,6294135.007,17807098.9,8697775.853,13667693.36,12759274.95,1271994.282,23494065.36,13097088.45,3709784.812,1244718.214,13219541.17,592651.13,1351789.603,8272053.403,1739282.14,6428325.527,4885201.656,6309118.633,123026.096,3584247.917,1731734.122,1732848.375,7288355.699,425880.0317,4205696.768,9712432.686,5795837.193,7055461.042,5055679.288
"A1AG1_N56_H(7)N(6)S(3)F(2)_2",4439729.021,1139503.294,2741910.51,8578511.592,3171750.778,3580389.248,21162020.78,2073934.711,3831812.092,7539832.895,14625912.27,6638264.408,6732140.739,2110799.476,2415989.658,2041016.771,2268179.539,1054007.748,4849769.779,100981.087,2065633.494,3942030.328,3808082.136,1465865.179,1562536.885,1542506.772,2280512.767,6753801.177,4487351.186,2644622.644,11078883.52,8271051.706,3344136.406,2397565.72
"A1AG1_N56_H(7)N(6)S(3)F(2)_3",986208.1697,1674132.298,3206002.529,436288.491,472343.2203,546866.7436,4214557.67,218487.9065,483128.151,916771.1521,1269556.09,396524.0118,332631.1064,410252.0008,520832.16,186451.1738,445185.7114,399394.242,635444.3622,416551.448,470427.1488,175972.6183,1955492.85,1456486.412,347099.9047,459095.0498,206014.6953,237171.4995,450586.4707,399703.3412,2156069.167,1318080.019,844361.3296,523300.6453
"A1AG1_N56_H(7)N(6)S(3)F(3)",283296.5593,227602.5731,5499733.358,6425248.914,524397.3284,4388359.85,25363829.03,643685.5994,1891884.09,1524457.126,1451671.39,286589.7906,1939689.749,411433.0756,1728082.163,577687.4368,5313292.474,4250219.571,2200689.884,1053313.392,429885.4253,1533635.61,1969028.234,1189955.284,1182448.177,318800.5713,6187959.699,1839764.88,2916929.417,1575535.047,536566.6016,419498.0639,1312972.076,822082.3995
"A1AG1_N56_H(7)N(6)S(4)_1",11790642.14,5356911.55,6249681.947,8086170.45,5892896.68,4551351.012,16292634.67,7650014.156,12026972.15,11067771.18,1112929.009,21277461.26,12552434.76,3195705.851,2161475.107,11760139.34,2854794.298,1062868.878,7603972.857,909044.4173,4834476.226,4327726.079,5606439.188,3498122.811,3004680.746,1543956.789,1380644.783,6157780.898,1941311.27,3320213.435,8809816.218,5153129.549,6316202.421,4278383.433
"A1AG1_N56_H(7)N(6)S(4)_2",3297424.216,1061088.41,1826189.912,6545011.803,2921833.97,2829409.02,19357842.65,1520547.398,3283399.865,6259344.608,15150054.96,5602166.152,5629211.771,1495106.463,1905804.324,1698032.428,1922608.807,905886.5401,3671211.956,1291021.108,2510642.118,3050246.303,4305164.799,1821162.896,1371037.423,1546527.238,1902333.559,5762212.647,4035983.335,2283638.127,9799271.336,6717569.125,3844687.005,2537508.886
"A1AG1_N56_H(7)N(6)S(4)_3",786634.246,862899.5591,3196512.674,449210.5887,491958.5548,1582244.24,3949555.156,778063.2878,255717.7917,629092.3013,662730.3218,395965.1503,227064.8728,372476.9252,575179.6011,471374.8287,506854.7681,269754.7168,506181.2451,864549.282,381385.9643,56704.51103,1568092.01,399879.2526,314275.1778,478083.4125,530151.427,158905.2353,301260.5522,691656.2971,1645646.84,1223833.279,140131.1807,460546.3507
"A1AG1_N56_H(7)N(6)S(4)F(1)_1",1103360.949,1679112.202,9809716.177,5477507.433,37612.25247,4248963.633,13771527.42,1687782.892,2715679.643,3847163.18,468820.6431,299037.2768,3100507.159,547719.6064,1071329.319,300147.6062,2464155.823,1777886.096,2889268.769,1643445.068,823236.226,1808666.394,1980363.815,1411253.475,2382153.132,316946.1265,2385674.15,1862934.304,997664.7716,1647956.561,383372.0656,2047923.105,1952244.725,762801.0407
"A1AG1_N56_H(7)N(6)S(4)F(1)_2",266906.4077,143857.5433,4873961.516,7863539.939,362328.0514,4052552.403,21790970.15,415675.6134,1768234.721,1231240.335,1419937.264,171937.1233,1869359.88,331149.8886,1291513.705,562065.7817,5673387.276,3736831.791,1679522.199,1027313.867,378951.4159,1673115.013,1670413.675,950956.751,931445.3334,245121.0656,5552936.664,1342726.954,2635103.225,1285081.445,497986.9296,317771.5085,1029189.959,713803.034
"A1AG1_N56_H(7)N(6)S(4)F(2)",714676.7365,672820.8148,1607888.373,1077241.804,200195.0295,1799829.52,10764390.95,1038693.761,551228.4936,1380153.556,3942212.176,639694.7269,565496.9706,657712.7864,47666.97873,1369844.919,1643694.491,2979965.62,53647.5117,208735.8682,480355.6221,72330.97414,970662.4398,540009.9382,77568.76653,1146256.278,1742017.544,806018.3502,301703.8541,408634.9904,584337.0967,1406320.528,739380.6493,461488.731
"A1AG1_N56_H(8)N(7)_1",1208285.196,1104954.17,2016047.45,1409528.558,970312.1849,834914.4473,2645351.353,1251611.345,813449.1584,1831899.858,309241.8829,1074129.345,869405.1456,714846.2442,1515409.683,1504292.017,1500431.718,1214966.142,1506718.268,1824913.865,673251.4228,1610794.146,1000346.843,767493.813,1335182.205,352711.9448,1637159.232,1463509.25,1259371.251,1959644.391,1027196.709,563433.9669,1644469.996,860161.8729
"A1AG1_N56_H(8)N(7)_2",1350282.644,958488.0719,1023621.41,1575964.48,468136.3393,789002.7823,3106720.719,619768.183,1395483.286,1398366.107,1087043.799,84317.7293,712215.8307,482498.7499,2389413.813,435831.4404,4490841.497,6429917.429,2886347.076,1792758.182,603159.316,2064616.451,1993753.249,1426783.539,2372728.494,351782.8368,4646866.951,1346049.883,2386795.177,3480039.945,1006138.935,790988.5723,1975686.992,1754896.172
"A1AG1_N56_H(8)N(7)F(1)",34070843.29,7199127.527,5691693.128,18822953.94,19773879.69,5525197.077,12810201.07,29757857.59,29587813.34,20688263.98,48137012.94,8905406.085,22790142.09,23555066.43,26034103.3,9400036.438,16533852.13,9653792.312,28465824.7,16595386.03,36479509.17,26914660.8,23527548.31,11819366.63,9196622.611,15082154.25,12740694,18719681.93,16677833.26,17075192.72,57860065.46,53236015.06,24833590.27,34154194.67
"A1AG1_N56_H(8)N(7)F(2)",12705938.53,17098939.67,57812609.45,29353512.05,933580.5991,49716906.45,86565852.55,10643187.21,16358583.61,34485832.65,1804962.352,616748.2366,21970805.43,13798405.16,32749658.31,358284.9256,46262818.5,57489960.64,30487566.96,58726762.11,12565502.48,41401506.08,19352444.32,20930260.75,41064321.78,1841765.381,98180754.15,17830899.54,45509658.48,37644669.82,1495417.52,2674782.607,30697652.09,23827440.58
"A1AG1_N56_H(8)N(7)S(1)",2796746.567,1816961.372,7771192.529,4149317.537,1672999.411,4444832.999,7671824.949,3706980.452,1958499.301,5798423.659,63753.71321,1529815.514,2570836.386,1472953.892,3916237.375,2778963.245,6001406.887,3711326.537,3872906.487,5135389.741,1009514.252,3816221.901,1284778.457,1261729.464,3051999.356,511470.0166,5420119.119,2533718.162,2317074.976,4976772.935,1274308.976,747749.5335,2862855.338,1836786.49
"A1AG1_N56_H(8)N(7)S(4)",978039.3723,1108091.028,357964.6682,830599.1836,278830.3638,82049.98767,1857349.719,946588.7467,949497.0468,764407.9663,2094711.273,1360385.504,1152233.034,928748.9162,482195.1473,550191.8648,720788.5996,574834.9171,619382.5359,428688.423,776454.4657,866099.3233,807536.8874,501515.0349,398279.9443,349145.0561,910563.4386,781809.5326,409143.3636,784506.145,1090135.506,1558750.586,827667.5315,810578.1944
"A1AG1_N56_H(9)N(6)S(2)F(4)",178945.4685,106308.0483,320139.2873,76711.62774,98991.34397,181406.2505,85448.03803,228795.3751,208874.6721,267665.7388,1497196.255,467818.9437,287930.8619,332080.2785,78451.94954,535301.0686,324513.9208,232789.7202,300941.1932,651415.165,564627.8935,637956.1233,216523.841,445412.9337,683685.5557,521661.8988,697051.9497,165908.0968,693840.6606,669313.4084,460112.4358,920110.2943,891223.9058,1266411.639
"A1AG1_N56_H(9)N(7)F(2)",186799.0329,887501.0675,208983.2277,371583.3586,580849.8139,262870.2985,64344.67776,126437.5137,201280.6468,64930.83285,2259672.778,104865.7849,50261.73325,15054.02154,332269.5526,35592.50932,200952.2166,705471.0312,757308.9172,55388.00548,136543.217,420926.2425,139517.6959,17945.15171,98257.52959,47358.98627,70066.929,61672.72152,11792.77431,119350.3089,496757.5366,67601.35788,80372.75913,79001.58728
